street_number,route,locality-political,administrative_area_level_2-political,administrative_area_level_1-political,country-political,postal_code,address,longitude,latitude,neighborhood-political,postal_code_suffix,establishment-point_of_interest-transit_station,establishment-park-point_of_interest,premise,establishment-point_of_interest-subway_station-transit_station,airport-establishment-finance-moving_company-point_of_interest-storage,subpremise,bus_station-establishment-point_of_interest-transit_station,establishment-park-point_of_interest-tourist_attraction,establishment-natural_feature,airport-establishment-point_of_interest,political-sublocality-sublocality_level_1,administrative_area_level_3-political,post_box,establishment-light_rail_station-point_of_interest-transit_station,establishment-point_of_interest,aquarium-establishment-park-point_of_interest-tourist_attraction-zoo,campground-establishment-lodging-park-point_of_interest-rv_park-tourist_attraction,cemetery-establishment-park-point_of_interest
509,South Harbor Boulevard,Santa Ana,Orange County,California,United States,92704,"509 S Harbor Blvd, Santa Ana, CA 92704, USA",-117.92,33.74,Santa Anita,1325,,,,,,,,,,,,,,,,,,
16064,Washburn Street,Fountain Valley,Orange County,California,United States,92708,"16064 Washburn St, Fountain Valley, CA 92708, USA",-117.93,33.73,,1732,,,,,,,,,,,,,,,,,,
516,Maxine Street,Santa Ana,Orange County,California,United States,92704,"516 S Maxine St, Santa Ana, CA 92704, USA",-117.94,33.74,Riverview West,1055,,,,,,,,,,,,,,,,,,
10750-10870,Edinger Avenue,Fountain Valley,Orange County,California,United States,92708,"Mile Square Park - Palm Island, 10750-10870 Edinger Ave, Fountain Valley, CA 92708, USA",-117.94,33.73,,,,Mile Square Park - Palm Island,,,,,,,,,,,,,,,,
15320,Pickford Street,Westminster,Orange County,California,United States,92683,"15320 Pickford St, Westminster, CA 92683, USA",-117.95,33.74,,7015,,,,,,,,,,,,,,,,,,
18079,Courreges Court,Fountain Valley,Orange County,California,United States,92708,"18079 Courreges Ct, Fountain Valley, CA 92708, USA",-117.98,33.7,,5519,,,,,,,,,,,,,,,,,,
17393,Santa Isabel Street,Fountain Valley,Orange County,California,United States,92708,"17393 Santa Isabel St, Fountain Valley, CA 92708, USA",-117.98,33.71,,3110,,,,,,,,,,,,,,,,,,
17421,Beach Boulevard,Huntington Beach,Orange County,California,United States,92647,"17421 Beach Blvd, Huntington Beach, CA 92647, USA",-117.99,33.71,Oak View,5948,,,,,,,,,,,,,,,,,,
19451,Perch Circle,Huntington Beach,Orange County,California,United States,92646,"19451 Perch Cir, Huntington Beach, CA 92646, USA",-117.96,33.68,,2812,,,,,,,,,,,,,,,,,,
9061,Annik Drive,Huntington Beach,Orange County,California,United States,92646,"9061 Annik Dr, Huntington Beach, CA 92646, USA",-117.97,33.68,,2759,,,,,,,,,,,,,,,,,,
10237,Nightingale Avenue,Fountain Valley,Orange County,California,United States,92708,"10237 Nightingale Ave, Fountain Valley, CA 92708, USA",-117.95,33.69,,7415,,,,,,,,,,,,,,,,,,
10222,Thompson Drive,Huntington Beach,Orange County,California,United States,92646,"10222 Thompson Dr, Huntington Beach, CA 92646, USA",-117.95,33.68,,3408,,,,,,,,,,,,,,,,,,
10212,Wesley Circle,Huntington Beach,Orange County,California,United States,92646,"10212 Wesley Cir, Huntington Beach, CA 92646, USA",-117.95,33.67,,4934,,,,,,,,,,,,,,,,,,
20762,Spindrift Lane,Huntington Beach,Orange County,California,United States,92646,"20762 Spindrift Ln, Huntington Beach, CA 92646, USA",-117.95,33.66,,6616,,,,,,,,,,,,,,,,,,
21502,Newland Street,Huntington Beach,Orange County,California,United States,92646,"21502 Newland St, Huntington Beach, CA 92646, USA",-117.98,33.65,,,,,,,,,,,,,,,,,,,,
7,Huntington Beach Bike Trail,Huntington Beach,Orange County,California,United States,92646,"7 Huntington Beach Bike Trail, Huntington Beach, CA 92646, USA",-117.98,33.64,,,,,,,,,,,,,,,,,,,,
9132,Margate Circle,Westminster,Orange County,California,United States,92683,"9132 Margate Cir, Westminster, CA 92683, USA",-117.97,33.74,,6524,,,,,,,,,,,,,,,,,,
9114,Edinger Avenue,Fountain Valley,Orange County,California,United States,92708,"9114 Edinger Ave, Fountain Valley, CA 92708, USA",-117.97,33.73,,1437,,,,,,,,,,,,,,,,,,
15320,Swallow Lane,Westminster,Orange County,California,United States,92683,"15320 Swallow Ln, Westminster, CA 92683, USA",-117.96,33.74,,6617,,,,,,,,,,,,,,,,,,
9699,Shamrock Avenue,Fountain Valley,Orange County,California,United States,92708,"9699 Shamrock Ave, Fountain Valley, CA 92708, USA",-117.96,33.73,,1538,,,,,,,,,,,,,,,,,,
16719,Daisy Avenue,Fountain Valley,Orange County,California,United States,92708,"16719 Daisy Ave, Fountain Valley, CA 92708, USA",-117.97,33.72,,2210,,,,,,,,,,,,,,,,,,
10277,Warner Avenue,Fountain Valley,Orange County,California,United States,92708,"10277 Warner Ave, Fountain Valley, CA 92708, USA",-117.95,33.72,,,,,,,,,,,,,,,,,,,,
9684,Rose Avenue,Fountain Valley,Orange County,California,United States,92708,"9684 Rose Ave, Fountain Valley, CA 92708, USA",-117.96,33.72,,2325,,,,,,,,,,,,,,,,,,
16768,Mount Eden Street,Fountain Valley,Orange County,California,United States,92708,"16768 Mt Eden St, Fountain Valley, CA 92708, USA",-117.93,33.72,,2516,,,,,,,,,,,,,,,,,,
16177,Harbor Boulevard,Fountain Valley,Orange County,California,United States,92708,"16177 Harbor Blvd, Fountain Valley, CA 92708, USA",-117.92,33.73,,,,,,,,,,,,,,,,,,,,
16780,Harbor Boulevard,Fountain Valley,Orange County,California,United States,92708,"16780 Harbor Blvd, Fountain Valley, CA 92708, USA",-117.92,33.72,,1354,,,,,,,,,,,,,,,,,,
17415,Banyan Street,Fountain Valley,Orange County,California,United States,92708,"17415 Banyan St, Fountain Valley, CA 92708, USA",-117.96,33.71,,3564,,,,,,,,,,,,,,,,,,
10275,Slater Avenue,Fountain Valley,Orange County,California,United States,92708,"10275 Slater Ave, Fountain Valley, CA 92708, USA",-117.95,33.71,,4777,,,,,,,,,,,,,,,,,,
10801,Slater Avenue,Fountain Valley,Orange County,California,United States,92708,"10801 Slater Ave, Fountain Valley, CA 92708, USA",-117.94,33.71,Green Valley,3932,,,,,,,,,,,,,,,,,,
17443,Mount Cliffwood Circle,Fountain Valley,Orange County,California,United States,92708,"17443 Mt Cliffwood Cir, Fountain Valley, CA 92708, USA",-117.93,33.71,,4102,,,,,,,,,,,,,,,,,,
1800,Kalama River Avenue,Fountain Valley,Orange County,California,United States,92708,"1800 Kalama River Ave, Fountain Valley, CA 92708, USA",-117.94,33.7,,,,,,,,,,,,,,,,,,,,
10239,Black River Court,Fountain Valley,Orange County,California,United States,92708,"10239 Black River Ct, Fountain Valley, CA 92708, USA",-117.95,33.7,,5959,,,,,,,,,,,,,,,,,,
18775,Santa Isadora Street,Fountain Valley,Orange County,California,United States,92708,"18775 Santa Isadora St, Fountain Valley, CA 92708, USA",-117.98,33.69,,6216,,,,,,,,,,,,,,,,,,
9086,Cockatoo Avenue,Fountain Valley,Orange County,California,United States,92708,"9086 Cockatoo Ave, Fountain Valley, CA 92708, USA",-117.97,33.69,,6510,,,,,,,,,,,,,,,,,,
9666,Turtledove Avenue,Fountain Valley,Orange County,California,United States,92708,"9666 Turtledove Ave, Fountain Valley, CA 92708, USA",-117.96,33.7,,5877,,,,,,,,,,,,,,,,,,
9662,Nightingale Avenue,Fountain Valley,Orange County,California,United States,92708,"9662 Nightingale Ave, Fountain Valley, CA 92708, USA",-117.96,33.69,,7235,,,,,,,,,,,,,,,,,,
9097,La Luna Avenue,Fountain Valley,Orange County,California,United States,92708,"9097 La Luna Ave, Fountain Valley, CA 92708, USA",-117.97,33.71,,2723,,,,,,,,,,,,,,,,,,
18081,Beach Boulevard,Huntington Beach,Orange County,California,United States,92648,"18081 Beach Blvd, Huntington Beach, CA 92648, USA",-117.99,33.7,,1304,,,,,,,,,,,,,,,,,,
18800,Florida Street,Huntington Beach,Orange County,California,United States,92648,"18800 Florida St, Huntington Beach, CA 92648, USA",-117.99,33.69,Garfield,,,,,,,,,,,,,,,,,,,
9061,Mediterranean Drive,Huntington Beach,Orange County,California,United States,92646,"9061 Mediterranean Dr, Huntington Beach, CA 92646, USA",-117.97,33.67,,4636,,,,,,,,,,,,,,,,,,
9052,5 Harbors Drive,Huntington Beach,Orange County,California,United States,92646,"9052 5 Harbors Dr, Huntington Beach, CA 92646, USA",-117.97,33.66,,,,,,,,,,,,,,,,,,,,
20142,Glacier Circle,Huntington Beach,Orange County,California,United States,92646,"20142 Glacier Cir, Huntington Beach, CA 92646, USA",-117.96,33.67,,4821,,,,,,,,,,,,,,,,,,
20842,Hunter Lane,Huntington Beach,Orange County,California,United States,92646,"20842 Hunter Ln, Huntington Beach, CA 92646, USA",-117.96,33.66,,6414,,,,,,,,,,,,,,,,,,
9062,Hamilton Avenue,Huntington Beach,Orange County,California,United States,92646,"9062 Hamilton Ave, Huntington Beach, CA 92646, USA",-117.96,33.65,,,,,,,,,,,,,,,,,,,,
9042,Regatta Drive,Huntington Beach,Orange County,California,United States,92646,"9042 Regatta Dr, Huntington Beach, CA 92646, USA",-117.97,33.65,,7844,,,,,,,,,,,,,,,,,,
,Huntington Beach Bike Trail,Huntington Beach,Orange County,California,United States,92646,"Huntington Beach Bike Trail, Huntington Beach, CA 92646, USA",-117.97,33.63,,,,,,,,,,,,,,,,,,,,
,,,Orange County,California,United States,,"Orange County, CA, USA",-117.98,33.61,,,,,,,,,,,,,,,,,,,,
8561,Vogel Avenue,Westminster,Orange County,California,United States,92683,"8561 Vogel Ave, Westminster, CA 92683, USA",-117.98,33.73,,7636,,,,,,,,,,,,,,,,,,
8521,Orinda Circle,Huntington Beach,Orange County,California,United States,92647,"8521 Orinda Cir, Huntington Beach, CA 92647, USA",-117.98,33.72,,5040,,,,,,,,,,,,,,,,,,
8472,Millbridge Circle,Huntington Beach,Orange County,California,United States,92646,"8472 Millbridge Cir, Huntington Beach, CA 92646, USA",-117.98,33.67,,4417,,,,,,,,,,,,,,,,,,
20832,Mission Lane,Huntington Beach,Orange County,California,United States,92646,"20832 Mission Ln, Huntington Beach, CA 92646, USA",-117.98,33.66,,6134,,,,,,,,,,,,,,,,,,
8472,Gilford Circle,Huntington Beach,Orange County,California,United States,92646,"8472 Gilford Cir, Huntington Beach, CA 92646, USA",-117.98,33.68,,2103,,,,,,,,,,,,,,,,,,
522,19th Street,Huntington Beach,Orange County,California,United States,92648,"522 19th St, Huntington Beach, CA 92648, USA",-118.01,33.67,,,,,,,,,,,,,,,,,,,,
1118,California 1,Huntington Beach,Orange County,California,United States,92648,"1118 CA-1, Huntington Beach, CA 92648, USA",-118.01,33.66,,,,,,,,,,,,,,,,,,,,
411,Orange Avenue,Huntington Beach,Orange County,California,United States,92648,"411 Orange Ave, Huntington Beach, CA 92648, USA",-118.0,33.66,,,,,,,,,,,,,,,,,,,,
1,Huntington Beach Pier,Huntington Beach,Orange County,California,United States,92648,"1 Huntington Beach Pier, Huntington Beach, CA 92648, USA",-118.02,33.65,,,,,,,,,,,,,,,,,,,,
7971,Yorktown Avenue,Huntington Beach,Orange County,California,United States,92648,"7971 Yorktown Ave, Huntington Beach, CA 92648, USA",-117.99,33.68,Garfield,5974,,,,,,,,,,,,,,,,,,
1418,Arrow Lane,Huntington Beach,Orange County,California,United States,92648,"1418 Arrow Ln, Huntington Beach, CA 92648, USA",-117.99,33.67,,3710,,,,,,,,,,,,,,,,,,
,Bluefin,Huntington Beach,Orange County,California,United States,92648,"Bluefin, Huntington Beach, CA 92648, USA",-117.99,33.66,,,,,,,,,,,,,,,,,,,,
,,,Orange County,California,United States,,"Orange County, CA, USA",-118.02,33.62,,,,,,,,,,,,,,,,,,,,
,,,Orange County,California,United States,,"Orange County, CA, USA",-118.05,33.65,,,,,,,,,,,,,,,,,,,,
2100,Yorktown Avenue,Huntington Beach,Orange County,California,United States,92648,"2100 Yorktown Ave, Huntington Beach, CA 92648, USA",-118.0,33.68,,,,,,,,,,,,,,,,,,,,
1022,Park Street,Huntington Beach,Orange County,California,United States,92648,"1022 Park St, Huntington Beach, CA 92648, USA",-118.0,33.67,,3423,,,,,,,,,,,,,,,,,,
17362,Gothard Street,Huntington Beach,Orange County,California,United States,92647,"17362 Gothard St, Huntington Beach, CA 92647, USA",-118.0,33.71,Oak View,,,,,,,,,,,,,,,,,,,
6202,Sonoma Drive,Huntington Beach,Orange County,California,United States,92647,"6202 Sonoma Dr, Huntington Beach, CA 92647, USA",-118.02,33.71,,6119,,,,,,,,,,,,,,,,,,
18091,Vestry Circle,Huntington Beach,Orange County,California,United States,92648,"18091 Vestry Cir, Huntington Beach, CA 92648, USA",-118.02,33.7,,1082,,,,,,,,,,,,,,,,,,
16661,Trudy Lane,Huntington Beach,Orange County,California,United States,92647,"16661 Trudy Ln, Huntington Beach, CA 92647, USA",-118.02,33.72,,4254,,,,,,,,,,,,,,,,,,
16002,Marjan Lane,Huntington Beach,Orange County,California,United States,92647,"16002 Marjan Ln, Huntington Beach, CA 92647, USA",-118.01,33.73,,3424,,,,,,,,,,,,,,,,,,
15971,Pilgrim Circle,Huntington Beach,Orange County,California,United States,92647,"15971 Pilgrim Cir, Huntington Beach, CA 92647, USA",-118.02,33.73,,3252,,,,,,,,,,,,,,,,,,
5604,Fernhill Circle,Huntington Beach,Orange County,California,United States,92649,"5604 Fernhill Cir, Huntington Beach, CA 92649, USA",-118.03,33.72,,3763,,,,,,,,,,,,,,,,,,
16662,Graz Circle,Huntington Beach,Orange County,California,United States,92649,"16662 Graz Cir, Huntington Beach, CA 92649, USA",-118.04,33.72,,3602,,,,,,,,,,,,,,,,,,
7942,Edinger Avenue,Huntington Beach,Orange County,California,United States,92647,"7942 Edinger Ave, Huntington Beach, CA 92647, USA",-117.99,33.73,,3710,,,,,,,,,,,,,,,,,,
,,Huntington Beach,Orange County,California,United States,92647,"Edinger-Gothard, Huntington Beach, CA 92647, USA",-118.0,33.73,,,Edinger-Gothard,,,,,,,,,,,,,,,,,
16751,State Route 39,Huntington Beach,Orange County,California,United States,92647,"16751 State Rte 39, Huntington Beach, CA 92647, USA",-117.99,33.72,Washington,4814,,,,,,,,,,,,,,,,,,
6792,Baker Drive,Huntington Beach,Orange County,California,United States,92647,"6792 Baker Dr, Huntington Beach, CA 92647, USA",-118.01,33.71,,5619,,,,,,,,,,,,,,,,,,
6630,Lakeview Drive,Huntington Beach,Orange County,California,United States,92648,"Central Park Dropoff, 6630 Lakeview Dr, Huntington Beach, CA 92648, USA",-118.01,33.7,,,,Central Park Dropoff,,,,,,,,,,,,,,,,
18742,Jockey Circle,Huntington Beach,Orange County,California,United States,92648,"18742 Jockey Cir, Huntington Beach, CA 92648, USA",-118.01,33.69,,1508,,,,,,,,,,,,,,,,,,
18072,Bershire Drive,Huntington Beach,Orange County,California,United States,92649,"18072 Bershire Dr, Huntington Beach, CA 92649, USA",-118.03,33.7,,,,,,,,,,,,,,,,,,,,
5682,Tilburg Drive,Huntington Beach,Orange County,California,United States,92649,"5682 Tilburg Dr, Huntington Beach, CA 92649, USA",-118.03,33.71,,4615,,,,,,,,,,,,,,,,,,
,,,Orange County,California,United States,,"Orange County, CA, USA",-118.07,33.67,,,,,,,,,,,,,,,,,,,,
16662,Algonquin Street,Huntington Beach,Orange County,California,United States,92649,"16662 Algonquin St, Huntington Beach, CA 92649, USA",-118.05,33.72,,3212,,,,,,,,,,,,,,,,,,
,,,Orange County,California,United States,,"Orange County, CA, USA",-118.09,33.7,,,,,,,,,,,,,,,,,,,,
17352,Hampton Lane,Huntington Beach,Orange County,California,United States,92649,"17352 Hampton Ln, Huntington Beach, CA 92649, USA",-118.04,33.71,,6400,,,,,,,,,,,,,,,,,,
918,Heron Circle,Seal Beach,Orange County,California,United States,90740,"918 Heron Cir, Seal Beach, CA 90740, USA",-118.09,33.75,,5614,,,,,,,,,,,,,,,,,,
1401,Electric Avenue,Seal Beach,Orange County,California,United States,90740,"1401 Electric Ave, Seal Beach, CA 90740, USA",-118.1,33.74,Old Towne,6523,,,,,,,,,,,,,,,,,,
239,North Marina Drive,Long Beach,Los Angeles County,California,United States,90803,"239 N Marina Dr, Long Beach, CA 90803, USA",-118.11,33.75,Marina,4624,,,,,,,,,,,,,,,,,,
510,Ocean Avenue,Seal Beach,Orange County,California,United States,90740,"510 Ocean Ave, Seal Beach, CA 90740, USA",-118.11,33.74,Old Towne,6107,,,,,,,,,,,,,,,,,,
,Kitts Highway,Seal Beach,Orange County,California,United States,90740,"Kitts Hwy, Seal Beach, CA 90740, USA",-118.09,33.74,,,,,,,,,,,,,,,,,,,,
,Seal Beach Municipal Pier,Seal Beach,Orange County,California,United States,90740,"Seal Beach Municipal Pier, Seal Beach, CA 90740, USA",-118.11,33.73,Old Towne,,,,,,,,,,,,,,,,,,,
3262,Easter Circle,Huntington Beach,Orange County,California,United States,92649,"3262 Easter Cir, Huntington Beach, CA 92649, USA",-118.07,33.72,Sunset Beach,2811,,,,,,,,,,,,,,,,,,
16537,South Pacific Avenue,Huntington Beach,Orange County,California,United States,92649,"16537 S Pacific Ave, Huntington Beach, CA 92649, USA",-118.09,33.71,Sunset Beach,,,,,,,,,,,,,,,,,,,
16651,Bolero Lane,Huntington Beach,Orange County,California,United States,92649,"16651 Bolero Ln, Huntington Beach, CA 92649, USA",-118.06,33.72,,3023,,,,,,,,,,,,,,,,,,
4502,Oceanridge Drive,Huntington Beach,Orange County,California,United States,92649,"4502 Oceanridge Dr, Huntington Beach, CA 92649, USA",-118.05,33.71,,6424,,,,,,,,,,,,,,,,,,
3382,Sparkler Drive,Huntington Beach,Orange County,California,United States,92649,"3382 Sparkler Dr, Huntington Beach, CA 92649, USA",-118.07,33.73,,1924,,,,,,,,,,,,,,,,,,
16011,Bonaire Circle,Huntington Beach,Orange County,California,United States,92649,"16011 Bonaire Cir, Huntington Beach, CA 92649, USA",-118.06,33.73,,2003,,,,,,,,,,,,,,,,,,
16447,South Pacific Avenue,Huntington Beach,Orange County,California,United States,90742,"16447 S Pacific Ave, Sunset Beach, CA 90742, USA",-118.08,33.72,Sunset Beach,,,,,,,,,,,,,,,,,,,
16001,Fantasia Lane,Huntington Beach,Orange County,California,United States,92649,"16001 Fantasia Ln, Huntington Beach, CA 92649, USA",-118.05,33.73,,2205,,,,,,,,,,,,,,,,,,
13310,Fairfield Lane,Seal Beach,Orange County,California,United States,90740,"13310 Fairfield Ln, Seal Beach, CA 90740, USA",-118.09,33.77,Leisure World,,,,,,,,,,,,,,,,,,,
13271,Del Monte Drive,Seal Beach,Orange County,California,United States,90740,"13271 Del Monte Dr, Seal Beach, CA 90740, USA",-118.08,33.77,Leisure World,,,,,,,,,,,,,,,,,,,
2929,Westminster Boulevard,Seal Beach,Orange County,California,United States,90740,"2929 Westminster Blvd, Seal Beach, CA 90740, USA",-118.08,33.76,Leisure World,,,,,,,,,,,,,,,,,,,
1231,Golden Rain Road,Seal Beach,Orange County,California,United States,90740,"1231 Golden Rain Rd, Seal Beach, CA 90740, USA",-118.09,33.76,Leisure World,,,,,,,,,,,,,,,,,,,
13911,Iowa Street,Westminster,Orange County,California,United States,92683,"13911 Iowa St, Westminster, CA 92683, USA",-118.0,33.76,,3849,,,,,,,,,,,,,,,,,,
6818,Sowell Avenue,Westminster,Orange County,California,United States,92683,"6818 Sowell Ave, Westminster, CA 92683, USA",-118.01,33.75,,4924,,,,,,,,,,,,,,,,,,
7300,Hazard Avenue,Westminster,Orange County,California,United States,92683,"7300 Hazard Ave, Westminster, CA 92683, USA",-118.0,33.75,,,,,,,,,,,,,,,,,,,,
15332,Vermont Street,Westminster,Orange County,California,United States,92683,"15332 Vermont St, Westminster, CA 92683, USA",-118.0,33.74,,6139,,,,,,,,,,,,,,,,,,
6262,California Avenue,Westminster,Orange County,California,United States,92683,"6262 California Ave, Westminster, CA 92683, USA",-118.02,33.76,,2905,,,,,,,,,,,,,,,,,,
14621,Belmar Circle,Huntington Beach,Orange County,California,United States,92647,"14621 Belmar Cir, Huntington Beach, CA 92647, USA",-118.02,33.75,,2333,,,,,,,,,,,,,,,,,,
5715,Gainsborough Walk,Westminster,Orange County,California,United States,92683,"5715 Gainsborough Walk, Westminster, CA 92683, USA",-118.03,33.76,,3433,,,,,,,,,,,,,,,,,,
5141,Hartford Way,Westminster,Orange County,California,United States,92683,"5141 Hartford Way, Westminster, CA 92683, USA",-118.04,33.76,,3407,,,,,,,,,,,,,,,,,,
14600,Bolsa Chica Street,Huntington Beach,Orange County,California,United States,92647,"14600 Bolsa Chica St, Huntington Beach, CA 92647, USA",-118.04,33.75,,,,,,,,,,,,,,,,,,,,
5091,Tasman Drive,Huntington Beach,Orange County,California,United States,92649,"5091 Tasman Dr, Huntington Beach, CA 92649, USA",-118.04,33.74,,1212,,,,,,,,,,,,,,,,,,
15312,Fieldston Lane,Huntington Beach,Orange County,California,United States,92647,"15312 Fieldston Ln, Huntington Beach, CA 92647, USA",-118.02,33.74,,2466,,,,,,,,,,,,,,,,,,
15301,Flintridge Lane,Huntington Beach,Orange County,California,United States,92647,"15301 Flintridge Ln, Huntington Beach, CA 92647, USA",-118.01,33.74,,2750,,,,,,,,,,,,,,,,,,
14642,Riata Street,Midway City,Orange County,California,United States,92655,"14642 Riata St, Midway City, CA 92655, USA",-117.98,33.75,,1147,,,,,,,,,,,,,,,,,,
14626,Beach Boulevard,Westminster,Orange County,California,United States,92683,"14626 Beach Blvd, Westminster, CA 92683, USA",-117.99,33.75,,5343,,,,,,,,,,,,,,,,,,
15322,Balboa Street,Westminster,Orange County,California,United States,92683,"15322 Balboa St, Westminster, CA 92683, USA",-117.98,33.74,,6357,,,,,,,,,,,,,,,,,,
15321,Beach Boulevard,Midway City,Orange County,California,United States,92655,"15321 Beach Blvd, Midway City, CA 92655, USA",-117.99,33.74,,1504,,,,,,,,,,,,,,,,,,
13901,Beach Boulevard,Westminster,Orange County,California,United States,92683,"13901 Beach Blvd, Westminster, CA 92683, USA",-117.99,33.76,,,,,,,,,,,,,,,,,,,,
6315,Kiowa Road,Westminster,Orange County,California,United States,92683,"6315 Kiowa Rd, Westminster, CA 92683, USA",-118.02,33.77,,2023,,,,,,,,,,,,,,,,,,
13261,Rainier Circle,Westminster,Orange County,California,United States,92683,"13261 Rainier Cir, Westminster, CA 92683, USA",-118.01,33.77,,2107,,,,,,,,,,,,,,,,,,
6731,Commerce Lane,Westminster,Orange County,California,United States,92683,"6731 Commerce Ln, Westminster, CA 92683, USA",-118.01,33.76,,,,,,,,,,,,,,,,,,,,
